,Unnamed: 0,Community,Id,Request,Timestamp,UserId,Reputation,Upvotes,Downvotes,S_0,P_0,S_1,P_1,S_2,P_2,S_3,P_3,S_4,P_4,S_5,P_5
64936,64938,092011 Stack Overflow,1197990,See the Argalatyr's answer. Does it make sense?,2009-09-01 05:20:40,23671,4098,633,11,See the Argalatyr's answer.,0.41322650628770957,Does it make sense?,0.5,document,0.4566132531438548,0,0.0,0,0.0,0,0.0
311020,311026,092011 Stack Overflow,7675515,"Thanks @Lu4242, i've changed some `h:inputHidden` components to `h:inputText class=""hide""` and the problem seems to have disappeared. Does this make sense?",2011-06-29 12:59:03,128076,1019,129,2,"Thanks @Lu4242, i've changed some `h:inputHidden` components to `h:inputText class=""hide""` and the problem seems to have disappeared.",0.43082115484876005,Does this make sense?,0.4600733612971558,document,0.44544725807295793,0,0.0,0,0.0,0,0.0
256444,256448,092011 Stack Overflow,6328552,Please add more detail. Do you mean a header redirect?,2011-04-06 09:39:37,187606,128247,9268,2577,Please add more detail.,0.4728092420523398,Do you mean a header redirect?,0.45787819903096927,document,0.4653437205416545,0,0.0,0,0.0,0,0.0
274725,274731,092011 Stack Overflow,6777766,Like using Null Object pattern? and then inspect the object properties finding them and changing accordingly?,2011-05-05 00:01:00,568179,60,1,0,Like using Null Object pattern?,0.439007418522547,and then inspect the object properties finding them and changing accordingly?,0.46601484000537646,document,0.45251112926396175,0,0.0,0,0.0,0,0.0
226048,226052,092011 Stack Overflow,5583303,I am not able to replicate this error when placing this command alone in a document and viewing it in Chrome.  Do you have any other scripts loading on the page?,2011-02-14 19:38:04,610573,6198,82,104,I am not able to replicate this error when placing this command alone in a document and viewing it in Chrome.,0.43353811810434684,Do you have any other scripts loading on the page?,0.5812295404346427,document,0.5073838292694948,0,0.0,0,0.0,0,0.0
19211,19211,092011 Server Fault,47276,I see a lot of people recommend it - that is very good. The price seems quite big though - are the cheaper models too cheap on features to be considered instead?,2009-08-26 20:02:23,78,288,30,0,I see a lot of people recommend it - that is very good.,0.44840120267579,The price seems quite big though - are the cheaper models too cheap on features to be considered instead?,0.46686589555958286,document,0.4576335491176864,0,0.0,0,0.0,0,0.0
18859,18859,092011 Server Fault,36319,"Care to elaborate? The answer to your question is ""Yes"", but that won't tell you much either, will it? :-)",2009-07-27 14:04:09,1619,919,30,2,Care to elaborate?,0.4224349842252127,"The answer to your question is ""Yes"", but that won't tell you much either, will it?",0.2936483754543351,:-),0.5227704614293481,document,0.41295127370296525,0,0.0,0,0.0
245941,245945,092011 Stack Overflow,6074798,That seems as elegant as it can get. What were you thinking of using?,2011-03-21 06:24:09,464744,11514,704,0,That seems as elegant as it can get.,0.4133832494250397,What were you thinking of using?,0.4879628248851588,document,0.4506730371550992,0,0.0,0,0.0,0,0.0
106678,106681,092011 Stack Overflow,2424741,"it worked. thanks, what's your opinon about the performance of the code?",2010-03-13 17:49:29,257479,364,63,2,it worked.,0.439007418522547,"thanks, what's your opinon about the performance of the code?",0.4931392122166944,document,0.4660733153696207,0,0.0,0,0.0,0,0.0
38239,38240,092011 Stack Overflow,348386,"you mean, both the inner and outer dimension have different size? or just the inner?",2009-02-11 06:52:40,34509,125661,4395,1182,"you mean, both the inner and outer dimension have different size?",0.4030809705199438,or just the inner?,0.42257475883254747,document,0.41282786467624566,0,0.0,0,0.0,0,0.0
161476,161480,092011 Stack Overflow,3920357,\xe2\x80\x9cnamespace aliases\xe2\x80\x9d? Do you mean type aliases or extern aliases?,2010-09-15 06:52:42,33225,17787,726,921,\xe2\x80\x9cnamespace aliases\xe2\x80\x9d?,0.439007418522547,Do you mean type aliases or extern aliases?,0.45787819903096927,document,0.44844280877675813,0,0.0,0,0.0,0,0.0
112706,112709,092011 Stack Overflow,2594096,"Thanks.  Do you have any examples of ""...instantiate additional navigation controllers...""?",2010-04-06 17:11:52,40106,3491,274,13,Thanks.,0.5192669486822649,"Do you have any examples of ""...instantiate additional navigation controllers...""?",0.3550718028781935,document,0.4371693757802292,0,0.0,0,0.0,0,0.0
169924,169928,092011 Stack Overflow,4144434,Can you provide a code snippet for this?  Also: couldn't you have simply declared whatever variables as `Object` rather than whatever you've done?,2010-10-08 14:35:12,6850,392,58,9,Can you provide a code snippet for this?,0.5425938017291969,Also: couldn't you have simply declared whatever variables as `Object` rather than whatever you've done?,0.2636470887142838,document,0.40312044522174034,0,0.0,0,0.0,0,0.0
50011,50012,092011 Stack Overflow,729504,"I havent used DreamWeaver since it would take a layout and chop it into 400 tiny images, all within a cryptic table.  Is it still that bad?",2009-05-28 15:46:07,55164,10773,3027,101,"I havent used DreamWeaver since it would take a layout and chop it into 400 tiny images, all within a cryptic table.",0.4693722535414914,Is it still that bad?,0.5,document,0.48468612677074574,0,0.0,0,0.0,0,0.0
358629,358638,092011 Super User,108444,"What is your intended usage? From the tags, sending lots of SMS messages?",2010-02-08 19:46:55,3230,764,88,13,What is your intended usage?,0.5,"From the tags, sending lots of SMS messages?",0.4434806554666104,document,0.4717403277333052,0,0.0,0,0.0,0,0.0
189824,189828,092011 Stack Overflow,4664952,@Nick: Noted. But the reasons for that are?,2010-11-28 17:37:53,448232,1278,125,7,@Nick: Noted.,0.439007418522547,But the reasons for that are?,0.40454839497742995,document,0.4217779067499885,0,0.0,0,0.0,0,0.0
183742,183746,092011 Stack Overflow,4508166,"Ok, tnx! Do you realize different working copies just choosing files to svn:ignore or do you need to create a ""profile""?",2010-11-13 18:24:00,259562,1485,182,3,"Ok, tnx!",0.4569799343779477,"Do you realize different working copies just choosing files to svn:ignore or do you need to create a ""profile""?",0.33279275194347263,document,0.39488634316071014,0,0.0,0,0.0,0,0.0
74229,74232,092011 Stack Overflow,1480592,Are you building a workflow in Visual Studio or SharePoint Designer? Are you building forms as aspx pages or InfoPath forms?,2009-10-23 15:28:46,21418,1222,175,3,Are you building a workflow in Visual Studio or SharePoint Designer?,0.4846279268686652,Are you building forms as aspx pages or InfoPath forms?,0.4846279268686652,document,0.4846279268686652,0,0.0,0,0.0,0,0.0
42189,42190,092011 Stack Overflow,479179,"AFAIK, REST is stateless HTTP requests, which Flex / Flash should be able to handle perfectly - http://en.wikipedia.org/wiki/REST. Are you saying Flex cannot HTTP GET, POST, PUT, DELETE, etc?",2009-03-20 11:23:52,76583,11542,749,21,"AFAIK, REST is stateless HTTP requests, which Flex / Flash should be able to handle perfectly - http://en.wikipedia.org/wiki/REST.",0.5558734028138309,"Are you saying Flex cannot HTTP GET, POST, PUT, DELETE, etc?",0.48139604094331134,document,0.5186347218785712,0,0.0,0,0.0,0,0.0
201695,201699,092011 Stack Overflow,4966319,and ((struct hi *)0)->b; gives me a segmentation fault.but when i add the '&' operator it works?? how is that??,2010-12-26 05:17:11,554125,56,5,0,and ((struct hi *)0)->b; gives me a segmentation fault.but when i add the '&' operator it works??,0.2611875725852994,how is that?,0.32764699874385494,?,0.439007418522547,document,0.34261399661723374,0,0.0,0,0.0
195936,195940,092011 Stack Overflow,4822606,"Thanks, Denis - the data arrays might be too large - is there any other way to access cache? The problem is that it's not available because there is no request - but the cache must still be accessible at least somehow?",2010-12-12 02:57:32,502688,61,19,0,"Thanks, Denis - the data arrays might be too large - is there any other way to access cache?",0.6578520816801369,The problem is that it's not available because there is no request - but the cache must still be accessible at least somehow?,0.38944173211468597,document,0.5236469068974114,0,0.0,0,0.0,0,0.0
372173,372183,092011 WordPress,4301,"It seems this does not save attachments in the same way the ""core"" WordPress systems saves attachments? Very similar, but not the same?",2010-11-04 15:50:33,8,12084,1070,7,"It seems this does not save attachments in the same way the ""core"" WordPress systems saves attachments?",0.40762191009382487,"Very similar, but not the same?",0.41362111145467556,document,0.41062151077425024,0,0.0,0,0.0,0,0.0
17866,17866,092011 Server Fault,4824,"@Adam: If there is no noise, that ratio is ""Floating point exception"". We wouldn't want to divide by zero, would we?",2009-05-11 18:50:15,2326,201,19,0,"@Adam: If there is no noise, that ratio is ""Floating point exception"".",0.35006701581151045,"We wouldn't want to divide by zero, would we?",0.5,document,0.4250335079057552,0,0.0,0,0.0,0,0.0
201093,201097,092011 Stack Overflow,4950782,"thanks for the info, I have now modified the ListStore to hold exactly one of my data-objects and set the CellRenderer via SetCellDataFunc. Could you elaborate on using a ""mapping"" between properties of the store and properties of the cellRenderer?",2010-12-23 16:20:00,180156,544,41,2,"thanks for the info, I have now modified the ListStore to hold exactly one of my data-objects and set the CellRenderer via SetCellDataFunc.",0.6521172891607749,"Could you elaborate on using a ""mapping"" between properties of the store and properties of the cellRenderer?",0.6624490285813164,document,0.6572831588710457,0,0.0,0,0.0,0,0.0
326788,326794,092011 Stack Overflow,8064735,It doesn't work for me on Chrome actually. Why not use `delete obj`?,2011-07-22 18:33:36,514749,13041,3480,32,It doesn't work for me on Chrome actually.,0.4100307240081043,Why not use `delete obj`?,0.25155310986151225,document,0.33079191693480825,0,0.0,0,0.0,0,0.0
75626,75629,092011 Stack Overflow,1524281,"could you describe the logic of this? What are you trying to do (in plain english or pseudo-code, not obj-c code)?",2009-10-31 00:06:05,9903,488,471,119,could you describe the logic of this?,0.5214094514055975,"What are you trying to do (in plain english or pseudo-code, not obj-c code)?",0.34072237337421907,document,0.43106591238990827,0,0.0,0,0.0,0,0.0
211634,211638,092011 Stack Overflow,5221102,`dt ----- {}` means it didn't get the data out. What's in the Session variable when you goto read it?,2011-01-18 16:06:35,109749,5549,3211,83,`dt ----- {}` means it didn't get the data out.,0.47603714856240614,What's in the Session variable when you goto read it?,0.3687083207439436,document,0.4223727346531749,0,0.0,0,0.0,0,0.0
131977,131981,092011 Stack Overflow,3123124,"Could it be the database, then? Are both Apache and IIS connecting to an MySQL database, and the blob is the complete, actual image data?",2010-06-16 06:28:27,113195,9940,1527,63,"Could it be the database, then?",0.40326643660332434,"Are both Apache and IIS connecting to an MySQL database, and the blob is the complete, actual image data?",0.39937678458948994,document,0.40132161059640714,0,0.0,0,0.0,0,0.0
163571,163575,092011 Stack Overflow,3977699,"Just out of curiosity: could one use redis instead of memcache? If yes, why?",2010-09-21 13:06:35,185527,5706,891,217,Just out of curiosity: could one use redis instead of memcache?,0.4479337771778665,"If yes, why?",0.24029746087473258,document,0.3441156190262995,0,0.0,0,0.0,0,0.0
21907,21907,092011 Server Fault,122718,I'm really after virtual-physical path mappings. Can the metabase be examined to work out which virtual directory is causing a certain file to be part of the site?,2010-05-20 09:48:27,43693,107,4,1,I'm really after virtual-physical path mappings.,0.49013001775151965,Can the metabase be examined to work out which virtual directory is causing a certain file to be part of the site?,0.4547603059367393,document,0.47244516184412944,0,0.0,0,0.0,0,0.0
58968,58970,092011 Stack Overflow,1014247,"If the type of stream matters, then there must be some odd bug in the code.  Is there any way to post the code that causes the issue?",2009-07-28 03:09:46,1432,11251,1773,291,"If the type of stream matters, then there must be some odd bug in the code.",0.5091564873724546,Is there any way to post the code that causes the issue?,0.6250282417200808,document,0.5670923645462677,0,0.0,0,0.0,0,0.0
62860,62862,092011 Stack Overflow,1134284,"@Marc: Isn't the problem with the first code snippet that `o.Field` could actually change value between testing it against ""something"" and adding it to the `List`? `o.Field == ""something""` might evaluate true, but by the time you call `strings.Add` you're",2009-08-19 22:16:51,9254,8086,816,26,"@Marc: Isn't the problem with the first code snippet that `o.Field` could actually change value between testing it against ""something"" and adding it to the `List`?",0.3279424286504647,"`o.Field == ""something""` might evaluate true, but by the time you call `strings.Add` you're",0.35251297670423204,document,0.34022770267734836,0,0.0,0,0.0,0,0.0
190280,190284,092011 Stack Overflow,4676488,"Not sure I understand completely, isn't viewstate same as cache? Why would they be different?",2010-11-29 19:08:09,443664,435,84,11,"Not sure I understand completely, isn't viewstate same as cache?",0.45151024607020795,Why would they be different?,0.34834323523500405,document,0.399926740652606,0,0.0,0,0.0,0,0.0
18516,18516,092011 Server Fault,26242,What command? By voting answers go out of order remember?,2009-07-02 04:33:06,1205,523,164,2,What command?,0.439007418522547,By voting answers go out of order remember?,0.4587691302459564,document,0.4488882743842517,0,0.0,0,0.0,0,0.0
260819,260823,092011 Stack Overflow,6434624,"Ok. I have just updated the code again, and the `drawRect` method still won't even fire. Any other ideas?",2011-04-13 02:08:46,618050,143,68,2,Ok.,0.439007418522547,"I have just updated the code again, and the `drawRect` method still won't even fire.",0.5,Any other ideas?,0.4611988403311747,document,0.4667354196179072,0,0.0,0,0.0
235141,235145,092011 Stack Overflow,5808538,"What do you mean for ""chrome"" elements? Decoration elements?",2011-03-02 18:01:32,493122,2302,812,44,"What do you mean for ""chrome"" elements?",0.37909737070371313,Decoration elements?,0.439007418522547,document,0.40905239461313003,0,0.0,0,0.0,0,0.0
182234,182238,092011 Stack Overflow,4469771,where is 'HiddenField4' is created? Is it after this script?,2010-11-10 11:29:54,480088,210,7,0,where is 'HiddenField4' is created?,0.439007418522547,Is it after this script?,0.5,document,0.4695037092612735,0,0.0,0,0.0,0,0.0
353925,353934,092011 Stack Overflow,8725098,Try it and have a feedback. Which language did you use before PHP ?,2011-08-31 04:12:40,884995,161,7,1,Try it and have a feedback.,0.4810732357906185,Which language did you use before PHP ?,0.3969018044703803,document,0.4389875201304994,0,0.0,0,0.0,0,0.0
91334,91337,092011 Stack Overflow,1991508,Why scipy does not have io? Why people write scipy.io if scipy does not have io?,2010-01-14 09:10:37,245549,2047,302,10,Why scipy does not have io?,0.34073159540926395,Why people write scipy.io if scipy does not have io?,0.34073159540926395,document,0.34073159540926395,0,0.0,0,0.0,0,0.0
35402,35403,092011 Stack Overflow,240364,What is the script doing when it fails? can you post the code?,2009-01-06 09:43:42,13803,3045,1713,129,What is the script doing when it fails?,0.4480861279141402,can you post the code?,0.5983284718515931,document,0.5232072998828666,0,0.0,0,0.0,0,0.0
32937,32938,092011 Stack Overflow,139931,What would you suggest I do for debugging?  Can I just startup the Application Server in debug mode?,2008-11-14 22:20:43,13435,1192,97,1,What would you suggest I do for debugging?,0.5829682280234048,Can I just startup the Application Server in debug mode?,0.4332684176512504,document,0.5081183228373276,0,0.0,0,0.0,0,0.0
319051,319057,092011 Stack Overflow,7875268,What is happening when you set the div innerHTML ? Does the email html contain an <html> tag ?,2011-07-12 08:38:11,756506,93,5,0,What is happening when you set the div innerHTML ?,0.558055676301232,Does the email html contain an <html> tag ?,0.514496267972867,document,0.5362759721370495,0,0.0,0,0.0,0,0.0
128543,128547,092011 Stack Overflow,3031302,I am just curious. What is this algorithm used for?,2010-06-04 03:33:19,184773,3028,395,41,I am just curious.,0.42866344950473334,What is this algorithm used for?,0.49083896217353984,document,0.4597512058391366,0,0.0,0,0.0,0,0.0
246079,246083,092011 Stack Overflow,6077769,@Joannes Added code sample. Does that help?,2011-03-21 11:18:17,3857,9332,891,3,@Joannes Added code sample.,0.439007418522547,Does that help?,0.5403187966951463,document,0.4896631076088466,0,0.0,0,0.0,0,0.0
29861,29862,092011 Stack Overflow,11062,wouldn't that prevent the competitors from interacting (i.e. competing)?,2008-09-17 15:50:12,12725,38999,1030,36,wouldn't that prevent the competitors from interacting (i.e.,0.4047528857508168,competing)?,0.4892856839537506,document,0.4470192848522837,0,0.0,0,0.0,0,0.0
19809,19809,092011 Server Fault,64891,"This sounds good, however the Windows directory seems in fact to be consuming > 12GB (it's a 15GB space, programs & working data occupy 2.5 GB, and there is no space left). Compcln.exe does not exist on 2008, does anybody know a similar command there?",2009-10-29 17:14:11,24210,949,97,2,"This sounds good, however the Windows directory seems in fact to be consuming > 12GB (it's a 15GB space, programs & working data occupy 2.5 GB, and there is no space left).",0.4256247168913757,"Compcln.exe does not exist on 2008, does anybody know a similar command there?",0.4546138488192273,document,0.4401192828553015,0,0.0,0,0.0,0,0.0
283905,283911,092011 Stack Overflow,7003513,What OS and windowing system/toolkit are you using? Or are you using OpenGL or DirectX?,2011-05-18 23:08:07,649233,6575,600,3,What OS and windowing system/toolkit are you using?,0.5505618530381411,Or are you using OpenGL or DirectX?,0.5181905395576076,document,0.5343761962978744,0,0.0,0,0.0,0,0.0
276890,276896,092011 Stack Overflow,6832070,"What would you use this for? You won't know what the params meant, right?",2011-05-08 19:48:20,330995,1913,642,10,What would you use this for?,0.5606954983316165,"You won't know what the params meant, right?",0.45347171956457394,document,0.5070836089480952,0,0.0,0,0.0,0,0.0
257160,257164,092011 Stack Overflow,6346902,"Is there something that should match ""spr\xc3\xa5k"" in there? What?",2011-04-07 08:49:03,46642,19813,3529,620,"Is there something that should match ""spr\xc3\xa5k"" in there?",0.4299822695613673,What?,0.439007418522547,document,0.43449484404195715,0,0.0,0,0.0,0,0.0
313159,313165,092011 Stack Overflow,7727850,"Yea thats it, thank you very much, and also, since I'm used to use JQUery isn't there a way to fetch the ""a"" ignoring the B? since its a grandchild of P?",2011-07-02 13:46:35,668138,44,0,0,"Yea thats it, thank you very much, and also, since I'm used to use JQUery isn't there a way to fetch the ""a"" ignoring the B?",0.5614072188711071,since its a grandchild of P?,0.439007418522547,document,0.500207318696827,0,0.0,0,0.0,0,0.0
4081,4081,092011 Bicycles,4312,"@sleske: so the dynamo can be used to charge many lights like front and rear lights? By reliable, do you mean that there is some sort of accumulator so that the light won't fade when you stop riding for a moment or in slower speed?",2011-03-12 17:13:18,652,1133,128,6,@sleske: so the dynamo can be used to charge many lights like front and rear lights?,0.4417077610929198,"By reliable, do you mean that there is some sort of accumulator so that the light won't fade when you stop riding for a moment or in slower speed?",0.5299865496371402,document,0.48584715536503,0,0.0,0,0.0,0,0.0
335818,335824,092011 Stack Overflow,8288077,What is central key? Are you asking about fire key?,2011-08-05 06:28:43,488433,4146,567,59,What is central key?,0.47637757376213274,Are you asking about fire key?,0.4736157877381123,document,0.4749966807501225,0,0.0,0,0.0,0,0.0
285487,285493,092011 Stack Overflow,7042451,was 1974 a leap year? what about 2000?,2011-05-21 03:18:08,468327,3370,223,12,was 1974 a leap year?,0.439007418522547,what about 2000?,0.47088419932388553,document,0.45494580892321623,0,0.0,0,0.0,0,0.0
66845,66848,092011 Stack Overflow,1255112,What do you mean by the top 1 record? Do you want a distinct list of products for an order?,2009-09-11 19:13:34,45,14085,68,21,What do you mean by the top 1 record?,0.3607544765121104,Do you want a distinct list of products for an order?,0.4898567537241772,document,0.4253056151181438,0,0.0,0,0.0,0,0.0
324136,324142,092011 Stack Overflow,7999682,Thanks! but how can I fix that?,2011-07-19 14:52:30,330885,316,10,0,Thanks!,0.439007418522547,but how can I fix that?,0.4467537251824819,document,0.44288057185251445,0,0.0,0,0.0,0,0.0
197822,197826,092011 Stack Overflow,4868007,Thanks for that.  Do you have anything on the ability to error msg a missing set of xml fields?,2010-12-15 23:33:10,471880,145,19,0,Thanks for that.,0.5831768153005331,Do you have anything on the ability to error msg a missing set of xml fields?,0.5883799981386622,document,0.5857784067195977,0,0.0,0,0.0,0,0.0
179031,179035,092011 Stack Overflow,4383751,"Your last code there looks good, but obviously there is an error somewhere because my result is now just a big string of 1's with a single '0' at the end. Can I confirm that byte_value is declared as var byte_value : btye; ?",2010-11-02 13:11:35,491455,99,18,0,"Your last code there looks good, but obviously there is an error somewhere because my result is now just a big string of 1's with a single '0' at the end.",0.539561160401014,Can I confirm that byte_value is declared as var byte_value : btye; ?,0.4556246756901596,document,0.4975929180455868,0,0.0,0,0.0,0,0.0
307853,307859,092011 Stack Overflow,7595475,I added a screen capture which looks as expected to me (with a pink backgound to show the listbox boundaries). Can you explain what is what you expected?,2011-06-24 08:41:27,183386,1659,75,2,I added a screen capture which looks as expected to me (with a pink backgound to show the listbox boundaries).,0.6334511056440361,Can you explain what is what you expected?,0.4815074746095554,document,0.5574792901267958,0,0.0,0,0.0,0,0.0
54850,54852,092011 Stack Overflow,882986,This is a bit unclear.  Could you provide an example?,2009-07-01 17:59:55,13188,2395,618,8,This is a bit unclear.,0.39616208116254176,Could you provide an example?,0.5516220663921333,document,0.47389207377733755,0,0.0,0,0.0,0,0.0
170127,170131,092011 Stack Overflow,4149948,"What you gonna do with this variable? And haven't you've been told that ""it doesn't work"" is worst way of asking questions?",2010-10-09 05:08:52,285587,22538,1354,3146,What you gonna do with this variable?,0.3805747806571453,"And haven't you've been told that ""it doesn't work"" is worst way of asking questions?",0.16968855919527603,document,0.27513166992621063,0,0.0,0,0.0,0,0.0
370105,370115,092011 Unix and Linux,9607,"I receive no error. I'm using coreutils 8.10, maybe an old bug?",2011-02-20 00:39:33,29,6467,345,44,I receive no error.,0.439007418522547,"I'm using coreutils 8.10, maybe an old bug?",0.5,document,0.4695037092612735,0,0.0,0,0.0,0,0.0
316189,316195,092011 Stack Overflow,7803419,"@Yann, Are you calling dControl_b.Databind() after adding the items? If you debug the application it only hits the breakpoint when you switch values one way and not the other?",2011-07-07 13:50:49,337422,2426,3023,1,"@Yann, Are you calling dControl_b.Databind() after adding the items?",0.5057453081336084,If you debug the application it only hits the breakpoint when you switch values one way and not the other?,0.3871062528035098,document,0.4464257804685591,0,0.0,0,0.0,0,0.0
3065,3065,092011 Ask Ubuntu,44790,I don't have the mixer icon anywhere (using a custom ubuntu build). How can I add it?,2011-05-07 03:27:57,12548,118,12,0,I don't have the mixer icon anywhere (using a custom ubuntu build).,0.5,How can I add it?,0.4353326267591436,document,0.46766631337957176,0,0.0,0,0.0,0,0.0
66940,66943,092011 Stack Overflow,1258414,Can you post the error? Is it an IIS error or a asp.net Exception?,2009-09-12 17:22:01,7586,36369,4258,3,Can you post the error?,0.5883053456611678,Is it an IIS error or a asp.net Exception?,0.5270765019386257,document,0.5576909237998967,0,0.0,0,0.0,0,0.0
301624,301630,092011 Stack Overflow,7445371,Don't think so.  Perhaps you could edit your question to describe in more detail what you actually need to do?,2011-06-15 15:19:40,53897,23935,1068,158,Don't think so.,0.36540392893221074,Perhaps you could edit your question to describe in more detail what you actually need to do?,0.41702346086293823,document,0.3912136948975745,0,0.0,0,0.0,0,0.0
203159,203163,092011 Stack Overflow,5004661,What exactly does this do ? like is it fully controllable on all views ?,2010-12-30 13:24:28,393273,268,16,2,What exactly does this do ?,0.31737623110708657,like is it fully controllable on all views ?,0.443297284913644,document,0.38033675801036526,0,0.0,0,0.0,0,0.0
200715,200719,092011 Stack Overflow,4940398,"And also I wonder if my link will still work with that jQuery explosion effect and how to apply it to the ""tag"", when an ""x"" (i.e. not the same element) is clicked?",2010-12-22 18:34:01,165071,731,135,14,"And also I wonder if my link will still work with that jQuery explosion effect and how to apply it to the ""tag"", when an ""x"" (i.e.",0.5596121511455225,not the same element) is clicked?,0.3983779324056435,document,0.47899504177558305,0,0.0,0,0.0,0,0.0
229406,229410,092011 Stack Overflow,5667598,what should the cookie look like?  What's wrong with that cookie?,2011-02-21 00:09:48,336905,6541,1046,17,what should the cookie look like?,0.4184864918825855,What's wrong with that cookie?,0.2296613882569812,document,0.32407394006978335,0,0.0,0,0.0,0,0.0
363378,363388,092011 Super User,255106,"The outlook is pretty grim, right? Should I just hand it over the local electronic recycling center and forget about it?",2011-02-17 20:50:11,68002,11,0,0,"The outlook is pretty grim, right?",0.4910754883425454,Should I just hand it over the local electronic recycling center and forget about it?,0.39170131955719534,document,0.44138840394987033,0,0.0,0,0.0,0,0.0
78158,78161,092011 Stack Overflow,1600227,just for curiosity what happens when you dereference a NULL pointer? ... does it give error or any random address ?,2009-11-12 12:48:24,138604,3297,954,33,just for curiosity what happens when you dereference a NULL pointer?,0.5486539910974066,... does it give error or any random address ?,0.4581311348620809,document,0.5033925629797438,0,0.0,0,0.0,0,0.0
8992,8992,092011 Gaming,2710,"That's the point: Why plug this sensational console (wich you can get for that sensational cheap price) into a High-End Audio Device? I would say nothing if that Audio-device is already there but if not, a sound system in the same price-range like the ps3 would be adequate, isn't it?",2010-07-20 17:13:03,1308,208,0,0,That's the point: Why plug this sensational console (wich you can get for that sensational cheap price) into a High-End Audio Device?,0.34937848193611437,"I would say nothing if that Audio-device is already there but if not, a sound system in the same price-range like the ps3 would be adequate, isn't it?",0.4828864295023319,document,0.41613245571922314,0,0.0,0,0.0,0,0.0
187331,187335,092011 Stack Overflow,4600512,It's a .net project. Can one compile .net to a static library?,2010-11-22 16:29:57,28491,724,278,5,It's a .net project.,0.43096445731516664,Can one compile .net to a static library?,0.44449697967976187,document,0.43773071849746426,0,0.0,0,0.0,0,0.0
74684,74687,092011 Stack Overflow,1495579,Thanks. Do you maybe know difference between ODAC and Instant client packages?,2009-10-26 21:43:31,25732,5047,656,12,Thanks.,0.5192669486822649,Do you maybe know difference between ODAC and Instant client packages?,0.49157653908492815,document,0.5054217438835965,0,0.0,0,0.0,0,0.0
300615,300621,092011 Stack Overflow,7419039,"According documentation, it's mean that session persistance in disk file will be turn off only. But session creation will not be prevented, will be?",2011-06-14 09:16:40,231340,1,0,0,"According documentation, it's mean that session persistance in disk file will be turn off only.",0.4872359243887412,"But session creation will not be prevented, will be?",0.42008728968357445,document,0.4536616070361578,0,0.0,0,0.0,0,0.0
232223,232227,092011 Stack Overflow,5734389,Looks like you're trying to premature optimize your request predicates.  Have you tried simpler predicates and found them to be even slower?,2011-02-25 05:43:27,115730,57815,4982,136,Looks like you're trying to premature optimize your request predicates.,0.40548298255813,Have you tried simpler predicates and found them to be even slower?,0.4725798917138351,document,0.4390314371359825,0,0.0,0,0.0,0,0.0
79178,79181,092011 Stack Overflow,1630643,"Hi, I've added your code to my page and it's still not adding the classes to the div. Any idea?",2009-11-17 13:23:21,207738,1010,87,18,"Hi, I've added your code to my page and it's still not adding the classes to the div.",0.5129508101466026,Any idea?,0.439007418522547,document,0.4759791143345748,0,0.0,0,0.0,0,0.0
163180,163184,092011 Stack Overflow,3966701,how did you get that string? do you have troubles with converting your string to NSDictionary or with something else?,2010-09-20 13:10:16,137350,41329,1833,79,how did you get that string?,0.521738940765501,do you have troubles with converting your string to NSDictionary or with something else?,0.45082531468281845,document,0.4862821277241597,0,0.0,0,0.0,0,0.0
334139,334145,092011 Stack Overflow,8245579,"there are plenty of articles, videos, books, etc on this subject. didn't you find anything?",2011-08-03 03:59:18,60108,4548,683,26,"there are plenty of articles, videos, books, etc on this subject.",0.4779683977084627,didn't you find anything?,0.25334581322713257,document,0.3656571054677976,0,0.0,0,0.0,0,0.0
157584,157588,092011 Stack Overflow,3817336,you asked this same question a couple days ago http://stackoverflow.com/questions/3595256/simple-pseudocode-code-question .  Did you not like the answers you got?,2010-09-03 04:01:49,148059,2220,186,18,you asked this same question a couple days ago http://stackoverflow.com/questions/3595256/simple-pseudocode-code-question .,0.45085465934632424,Did you not like the answers you got?,0.322368076058408,document,0.38661136770236615,0,0.0,0,0.0,0,0.0
142876,142880,092011 Stack Overflow,3420635,"Yes, but what works mean? What happens if you include it and what if you don't?",2010-07-21 17:27:01,24054,40563,1318,26,"Yes, but what works mean?",0.42214366623305094,What happens if you include it and what if you don't?,0.3437715455011392,document,0.38295760586709504,0,0.0,0,0.0,0,0.0
301931,301937,092011 Stack Overflow,7452297,Ok fixed!  Any help?,2011-06-15 21:35:53,800434,3,0,0,Ok fixed!,0.439007418522547,Any help?,0.5,document,0.4695037092612735,0,0.0,0,0.0,0,0.0
278964,278970,092011 Stack Overflow,6882828,"Well, that is surprising.  If I wanted my buttons to always be 8mm x 8mm, would it be safe/smart to set there dimensions to layout_width    =""8mm"", layout_height =""8mm""?",2011-05-11 15:04:21,426493,721,67,3,"Well, that is surprising.",0.34166846746247076,"If I wanted my buttons to always be 8mm x 8mm, would it be safe/smart to set there dimensions to layout_width    =""8mm"", layout_height =""8mm""?",0.3208776298760345,document,0.33127304866925267,0,0.0,0,0.0,0,0.0
190901,190905,092011 Stack Overflow,4692031,Where dates are stored? What kind of structure?,2010-11-30 22:16:37,347865,740,14,0,Where dates are stored?,0.439007418522547,What kind of structure?,0.4798954152364888,document,0.4594514168795179,0,0.0,0,0.0,0,0.0
